"","STABBR","degType","year","statetotal","comp_high_any","totalawards","share"
"865","MT","Bachelor's",2013,5881,1,498,0.0846794762795443
"866","MT","Bachelor's",2013,5881,0,4810,0.817888114266281
"867","MT","Bachelor's",2014,6177,0,5033,0.814796826938643
"868","MT","Bachelor's",2014,6177,1,591,0.0956775133559981
"869","MT","Master's and Higher",2010,1476,1,205,0.138888888888889
"870","MT","Master's and Higher",2010,1476,0,1194,0.808943089430894
"871","MT","Master's and Higher",2011,1583,1,196,0.123815540113708
"872","MT","Master's and Higher",2011,1583,0,1330,0.84017687934302
"873","MT","Master's and Higher",2012,1667,0,1355,0.812837432513497
"874","MT","Master's and Higher",2012,1667,1,200,0.11997600479904
"875","MT","Master's and Higher",2013,1675,0,1385,0.826865671641791
"876","MT","Master's and Higher",2013,1675,1,197,0.117611940298507
"877","MT","Master's and Higher",2014,1595,1,166,0.104075235109718
"878","MT","Master's and Higher",2014,1595,0,1306,0.818808777429467
"879","NC","Associate's and below",2010,44798,0,29887,0.667150319210679
"880","NC","Associate's and below",2010,44798,1,3191,0.0712308585204697
"881","NC","Associate's and below",2011,51762,1,4612,0.0891001120513118
"882","NC","Associate's and below",2011,51762,0,33935,0.65559676983115
"883","NC","Associate's and below",2012,51139,0,32571,0.636911163691116
"884","NC","Associate's and below",2012,51139,1,4052,0.0792350261053208
"885","NC","Associate's and below",2013,52890,1,4236,0.0800907543959161
"886","NC","Associate's and below",2013,52890,0,33494,0.633276611835886
"887","NC","Associate's and below",2014,57368,0,36572,0.63749825686794
"888","NC","Associate's and below",2014,57368,1,4825,0.0841061218797936
"889","NC","Bachelor's",2010,50328,0,42125,0.837009219519949
"890","NC","Bachelor's",2010,50328,1,3135,0.0622913686218407
"891","NC","Bachelor's",2011,52584,1,3389,0.0644492621329682
"892","NC","Bachelor's",2011,52584,0,43945,0.835710482275977
"893","NC","Bachelor's",2012,54616,0,45630,0.835469459499048
"894","NC","Bachelor's",2012,54616,1,3721,0.068130218251062
"895","NC","Bachelor's",2013,55846,1,3896,0.0697632775847867
"896","NC","Bachelor's",2013,55846,0,46553,0.83359596031945
"897","NC","Bachelor's",2014,56672,1,4105,0.0724343591191417
"898","NC","Bachelor's",2014,56672,0,46886,0.827322134387352
"899","NC","Master's and Higher",2010,19480,0,15335,0.787217659137577
"900","NC","Master's and Higher",2010,19480,1,2184,0.11211498973306
"901","NC","Master's and Higher",2011,20513,1,2332,0.113684005264954
"902","NC","Master's and Higher",2011,20513,0,15960,0.778043192122069
"903","NC","Master's and Higher",2012,21655,1,2572,0.118771646271069
"904","NC","Master's and Higher",2012,21655,0,16697,0.771045947818056
"905","NC","Master's and Higher",2013,22383,0,17626,0.787472635482286
"906","NC","Master's and Higher",2013,22383,1,2463,0.110038868784345
"907","NC","Master's and Higher",2014,23776,0,18614,0.782890309555855
"908","NC","Master's and Higher",2014,23776,1,2687,0.113013122476447
"909","ND","Associate's and below",2010,3474,0,2093,0.602475532527346
"910","ND","Associate's and below",2010,3474,1,360,0.103626943005181
"911","ND","Associate's and below",2011,3652,1,303,0.0829682365826944
"912","ND","Associate's and below",2011,3652,0,2127,0.582420591456736
"913","ND","Associate's and below",2012,3442,0,2082,0.604880883207437
"914","ND","Associate's and below",2012,3442,1,274,0.0796048808832074
"915","ND","Associate's and below",2013,3607,1,307,0.0851122816745218
"916","ND","Associate's and below",2013,3607,0,2255,0.625173274189077
"917","ND","Associate's and below",2014,3574,0,2227,0.623111359820929
"918","ND","Associate's and below",2014,3574,1,292,0.0817011751538892
"919","ND","Bachelor's",2010,6209,1,580,0.0934127878885489
"920","ND","Bachelor's",2010,6209,0,4969,0.800289901755516
"921","ND","Bachelor's",2011,6094,1,534,0.0876271742697736
"922","ND","Bachelor's",2011,6094,0,4867,0.79865441417788
"923","ND","Bachelor's",2012,6292,1,540,0.0858232676414495
"924","ND","Bachelor's",2012,6292,0,5028,0.799109980928163
"925","ND","Bachelor's",2013,6562,0,5317,0.810271258762572
"926","ND","Bachelor's",2013,6562,1,603,0.091892715635477
"927","ND","Bachelor's",2014,6687,0,5323,0.796022132495887
"928","ND","Bachelor's",2014,6687,1,623,0.0931658441752654
"929","ND","Master's and Higher",2010,1849,1,139,0.0751757706868578
"930","ND","Master's and Higher",2010,1849,0,1429,0.772850189291509
"931","ND","Master's and Higher",2011,2040,1,164,0.0803921568627451
"932","ND","Master's and Higher",2011,2040,0,1591,0.779901960784314
"933","ND","Master's and Higher",2012,2210,1,181,0.0819004524886878
"934","ND","Master's and Higher",2012,2210,0,1727,0.781447963800905
"935","ND","Master's and Higher",2013,2147,1,215,0.100139729855612
"936","ND","Master's and Higher",2013,2147,0,1634,0.761061946902655
"937","ND","Master's and Higher",2014,2304,0,1774,0.769965277777778
"938","ND","Master's and Higher",2014,2304,1,184,0.0798611111111111
"939","NE","Associate's and below",2010,7837,0,5877,0.74990430011484
"940","NE","Associate's and below",2010,7837,1,456,0.0581855301773638
"941","NE","Associate's and below",2011,8614,1,450,0.0522405386579986
"942","NE","Associate's and below",2011,8614,0,6471,0.75121894590202
"943","NE","Associate's and below",2012,8996,1,501,0.0556914184081814
"944","NE","Associate's and below",2012,8996,0,6463,0.718430413517119
"945","NE","Associate's and below",2013,9692,1,603,0.0622162608336773
"946","NE","Associate's and below",2013,9692,0,6942,0.71626083367726
"947","NE","Associate's and below",2014,9159,1,504,0.0550278414674091
"948","NE","Associate's and below",2014,9159,0,6527,0.712632383447975
"949","NE","Bachelor's",2010,13954,1,823,0.0589795040848502
"950","NE","Bachelor's",2010,13954,0,11883,0.851583775261574
"951","NE","Bachelor's",2011,14893,0,12743,0.855636876384879
"952","NE","Bachelor's",2011,14893,1,828,0.0555965890015443
"953","NE","Bachelor's",2012,15507,1,838,0.0540401109176501
"954","NE","Bachelor's",2012,15507,0,13380,0.862836138518089
"955","NE","Bachelor's",2013,15458,1,878,0.0567990684435244
"956","NE","Bachelor's",2013,15458,0,13269,0.858390477422694
"957","NE","Bachelor's",2014,15839,0,13503,0.852515941662984
"958","NE","Bachelor's",2014,15839,1,1082,0.068312393459183
"959","NE","Master's and Higher",2010,5897,1,828,0.140410378158386
"960","NE","Master's and Higher",2010,5897,0,4276,0.725114464982194
"961","NE","Master's and Higher",2011,6162,1,884,0.143459915611814
"962","NE","Master's and Higher",2011,6162,0,4413,0.716163583252191
"963","NE","Master's and Higher",2012,6723,0,4984,0.741335713223263
"964","NE","Master's and Higher",2012,6723,1,917,0.136397441618325
"965","NE","Master's and Higher",2013,6656,1,847,0.127253605769231
"966","NE","Master's and Higher",2013,6656,0,5002,0.751502403846154
"967","NE","Master's and Higher",2014,6529,0,4868,0.74559656915301
"968","NE","Master's and Higher",2014,6529,1,818,0.12528718027263
"969","NH","Associate's and below",2010,4828,1,209,0.0432891466445733
"970","NH","Associate's and below",2010,4828,0,4016,0.831814415907208
"971","NH","Associate's and below",2011,5198,0,4371,0.840900346287033
"972","NH","Associate's and below",2011,5198,1,218,0.0419392073874567
"973","NH","Associate's and below",2012,5293,1,237,0.0447761194029851
"974","NH","Associate's and below",2012,5293,0,4393,0.829964103532968
"975","NH","Associate's and below",2013,4660,0,3866,0.829613733905579
"976","NH","Associate's and below",2013,4660,1,205,0.0439914163090129
"977","NH","Associate's and below",2014,4740,1,262,0.0552742616033755
"978","NH","Associate's and below",2014,4740,0,3796,0.80084388185654
"979","NH","Bachelor's",2010,10317,0,8972,0.869632645148784
"980","NH","Bachelor's",2010,10317,1,494,0.0478821362799263
"981","NH","Bachelor's",2011,10606,1,568,0.0535545917405242
"982","NH","Bachelor's",2011,10606,0,9124,0.860267772958703
"983","NH","Bachelor's",2012,10624,0,9111,0.857586596385542
"984","NH","Bachelor's",2012,10624,1,612,0.057605421686747
"985","NH","Bachelor's",2013,11186,1,690,0.061684248167352
"986","NH","Bachelor's",2013,11186,0,9605,0.858662613981763
"987","NH","Bachelor's",2014,11590,0,9652,0.832786885245902
"988","NH","Bachelor's",2014,11590,1,809,0.0698015530629853
"989","NH","Master's and Higher",2010,4225,1,286,0.0676923076923077
"990","NH","Master's and Higher",2010,4225,0,3305,0.782248520710059
"991","NH","Master's and Higher",2011,4238,1,376,0.0887210948560642
"992","NH","Master's and Higher",2011,4238,0,3349,0.790231241151487
"993","NH","Master's and Higher",2012,4415,0,3594,0.814043035107588
"994","NH","Master's and Higher",2012,4415,1,346,0.0783691959229898
"995","NH","Master's and Higher",2013,4477,0,3516,0.785347330801876
"996","NH","Master's and Higher",2013,4477,1,436,0.0973866428411883
"997","NH","Master's and Higher",2014,5213,0,4212,0.807980049875312
"998","NH","Master's and Higher",2014,5213,1,500,0.0959140610013428
"999","NJ","Associate's and below",2010,38771,1,1813,0.0467617549199144
"1000","NJ","Associate's and below",2010,38771,0,26420,0.681437156637693
"1001","NJ","Associate's and below",2011,42075,1,1724,0.0409744503862151
"1002","NJ","Associate's and below",2011,42075,0,28665,0.681283422459893
"1003","NJ","Associate's and below",2012,42038,1,1610,0.0382986821447262
"1004","NJ","Associate's and below",2012,42038,0,28534,0.678766830010943
"1005","NJ","Associate's and below",2013,40740,0,26472,0.649779086892489
"1006","NJ","Associate's and below",2013,40740,1,1543,0.037874324987727
"1007","NJ","Associate's and below",2014,40834,1,1740,0.0426115491991967
"1008","NJ","Associate's and below",2014,40834,0,25984,0.636332468041338
"1009","NJ","Bachelor's",2010,37745,0,30331,0.803576632666578
"1010","NJ","Bachelor's",2010,37745,1,2911,0.0771227977215525
"1011","NJ","Bachelor's",2011,39074,1,3127,0.0800276398628244
"1012","NJ","Bachelor's",2011,39074,0,31384,0.803193939704151
"1013","NJ","Bachelor's",2012,41362,0,33140,0.801218509743243
"1014","NJ","Bachelor's",2012,41362,1,3296,0.0796866689231662
"1015","NJ","Bachelor's",2013,42182,1,3618,0.0857711820207672
"1016","NJ","Bachelor's",2013,42182,0,33766,0.800483618605092
"1017","NJ","Bachelor's",2014,42621,1,3830,0.0898618052133925
"1018","NJ","Bachelor's",2014,42621,0,33778,0.792520119190071
"1019","NJ","Master's and Higher",2010,17656,1,2291,0.129757589487993
"1020","NJ","Master's and Higher",2010,17656,0,12636,0.715677390122338
"1021","NJ","Master's and Higher",2011,17939,1,2341,0.130497798093539
"1022","NJ","Master's and Higher",2011,17939,0,13328,0.742962260995596
"1023","NJ","Master's and Higher",2012,19216,1,2484,0.129267277268943
"1024","NJ","Master's and Higher",2012,19216,0,14401,0.749427560366361
"1025","NJ","Master's and Higher",2013,18785,0,14195,0.755656108597285
"1026","NJ","Master's and Higher",2013,18785,1,2341,0.124620708011711
"1027","NJ","Master's and Higher",2014,19097,0,14214,0.744305388280882
"1028","NJ","Master's and Higher",2014,19097,1,2601,0.136199403047599
"1029","NM","Associate's and below",2010,11333,0,7840,0.691785052501544
"1030","NM","Associate's and below",2010,11333,1,496,0.0437659931174446
"1031","NM","Associate's and below",2011,14574,1,547,0.0375325922876355
"1032","NM","Associate's and below",2011,14574,0,10538,0.723068478111706
"1033","NM","Associate's and below",2012,15873,0,11170,0.703710703710704
"1034","NM","Associate's and below",2012,15873,1,701,0.0441630441630442
"1035","NM","Associate's and below",2013,20165,0,13677,0.678254401190181
"1036","NM","Associate's and below",2013,20165,1,946,0.0469129680138854
"1037","NM","Associate's and below",2014,17515,0,11780,0.672566371681416
"1038","NM","Associate's and below",2014,17515,1,841,0.0480159862974593
"1039","NM","Bachelor's",2010,8417,1,676,0.080313650944517
"1040","NM","Bachelor's",2010,8417,0,6803,0.808245218011168
"1041","NM","Bachelor's",2011,8693,1,769,0.0884619809041758
"1042","NM","Bachelor's",2011,8693,0,6976,0.802484757851145
"1043","NM","Bachelor's",2012,8781,0,7032,0.800819952169457
"1044","NM","Bachelor's",2012,8781,1,793,0.0903086208860039
"1045","NM","Bachelor's",2013,9026,0,7215,0.799357411921117
"1046","NM","Bachelor's",2013,9026,1,804,0.0890760026589852
"1047","NM","Bachelor's",2014,9660,0,7646,0.791511387163561
"1048","NM","Bachelor's",2014,9660,1,901,0.0932712215320911
"1049","NM","Master's and Higher",2010,3816,1,490,0.128406708595388
"1050","NM","Master's and Higher",2010,3816,0,2921,0.765461215932914
"1051","NM","Master's and Higher",2011,3896,1,506,0.129876796714579
"1052","NM","Master's and Higher",2011,3896,0,3040,0.780287474332649
"1053","NM","Master's and Higher",2012,3910,1,509,0.130179028132992
"1054","NM","Master's and Higher",2012,3910,0,3033,0.775703324808184
"1055","NM","Master's and Higher",2013,3906,0,3059,0.783154121863799
"1056","NM","Master's and Higher",2013,3906,1,473,0.121095750128008
"1057","NM","Master's and Higher",2014,4045,0,3154,0.779728059332509
"1058","NM","Master's and Higher",2014,4045,1,505,0.124845488257108
"1059","NV","Associate's and below",2010,8985,0,7105,0.790762381747357
"1060","NV","Associate's and below",2010,8985,1,305,0.0339454646633278
"1061","NV","Associate's and below",2011,10165,1,381,0.0374815543531727
"1062","NV","Associate's and below",2011,10165,0,7762,0.763600590260698
"1063","NV","Associate's and below",2012,10972,1,467,0.0425628873496172
"1064","NV","Associate's and below",2012,10972,0,8712,0.794021144732045
"1065","NV","Associate's and below",2013,11489,1,391,0.0340325528766646
"1066","NV","Associate's and below",2013,11489,0,9269,0.806771694664462
"1067","NV","Associate's and below",2014,13856,1,793,0.0572315242494226
"1068","NV","Associate's and below",2014,13856,0,10918,0.787961893764434
"1069","NV","Bachelor's",2010,7571,1,574,0.0758156122044644
"1070","NV","Bachelor's",2010,7571,0,6268,0.827895918636904
"1071","NV","Bachelor's",2011,7768,0,6418,0.826210092687951
"1072","NV","Bachelor's",2011,7768,1,589,0.0758238928939238
"1073","NV","Bachelor's",2012,7733,1,609,0.0787533945428682
"1074","NV","Bachelor's",2012,7733,0,6346,0.820638820638821
"1075","NV","Bachelor's",2013,8008,1,667,0.0832917082917083
"1076","NV","Bachelor's",2013,8008,0,6607,0.82504995004995
"1077","NV","Bachelor's",2014,8148,0,6586,0.808296514482082
"1078","NV","Bachelor's",2014,8148,1,765,0.0938880706921944
"1079","NV","Master's and Higher",2010,3514,1,450,0.128059191804212
"1080","NV","Master's and Higher",2010,3514,0,2687,0.764655663062038
"1081","NV","Master's and Higher",2011,3597,0,2808,0.780650542118432
"1082","NV","Master's and Higher",2011,3597,1,452,0.125660272449263
"1083","NV","Master's and Higher",2012,3589,0,2766,0.770688213987183
"1084","NV","Master's and Higher",2012,3589,1,415,0.115631095012538
"1085","NV","Master's and Higher",2013,3156,1,368,0.11660329531052
"1086","NV","Master's and Higher",2013,3156,0,2434,0.771229404309252
"1087","NV","Master's and Higher",2014,3095,0,2454,0.792891760904685
"1088","NV","Master's and Higher",2014,3095,1,343,0.110823909531502
"1089","NY","Associate's and below",2010,93234,1,4387,0.0470536499560246
"1090","NY","Associate's and below",2010,93234,0,65742,0.705129030182122
"1091","NY","Associate's and below",2011,100867,0,70570,0.699634171731091
"1092","NY","Associate's and below",2011,100867,1,4995,0.0495206559132323
"1093","NY","Associate's and below",2012,104569,1,5376,0.0514110300375828
"1094","NY","Associate's and below",2012,104569,0,72403,0.692394495500579
"1095","NY","Associate's and below",2013,99598,0,68205,0.684802907688909
"1096","NY","Associate's and below",2013,99598,1,5428,0.0544990863270347
"1097","NY","Associate's and below",2014,99928,1,5356,0.0535985909855096
"1098","NY","Associate's and below",2014,99928,0,68315,0.683642222400128
"1099","NY","Bachelor's",2010,132177,0,104888,0.793541992933718
"1100","NY","Bachelor's",2010,132177,1,9210,0.0696792936743912
"1101","NY","Bachelor's",2011,138855,0,110783,0.797832271074142
"1102","NY","Bachelor's",2011,138855,1,9662,0.069583378344316
"1103","NY","Bachelor's",2012,141081,0,112219,0.795422487790702
"1104","NY","Bachelor's",2012,141081,1,10196,0.0722705396190841
"1105","NY","Bachelor's",2013,144528,1,10963,0.0758538137938669
"1106","NY","Bachelor's",2013,144528,0,115727,0.800723735193181
"1107","NY","Bachelor's",2014,146957,0,117676,0.800751240158686
"1108","NY","Bachelor's",2014,146957,1,11760,0.0800234082078431
"1109","NY","Master's and Higher",2010,86222,1,7024,0.0814641274848646
"1110","NY","Master's and Higher",2010,86222,0,66456,0.770754563800422
"1111","NY","Master's and Higher",2011,88432,1,7579,0.0857042699475303
"1112","NY","Master's and Higher",2011,88432,0,68413,0.773622670526506
"1113","NY","Master's and Higher",2012,90194,0,70217,0.778510765682861
"1114","NY","Master's and Higher",2012,90194,1,7824,0.0867463467636428
"1115","NY","Master's and Higher",2013,89532,1,8363,0.0934079435285708
"1116","NY","Master's and Higher",2013,89532,0,69106,0.771858106598758
"1117","NY","Master's and Higher",2014,90681,0,70057,0.77256536650456
"1118","NY","Master's and Higher",2014,90681,1,8480,0.0935146282021592
"1119","OH","Associate's and below",2010,67776,1,4195,0.0618950661000944
"1120","OH","Associate's and below",2010,67776,0,52971,0.781559844192635
"1121","OH","Associate's and below",2011,70545,0,54713,0.775575873555886
"1122","OH","Associate's and below",2011,70545,1,4425,0.0627259196257708
"1123","OH","Associate's and below",2012,70071,1,4380,0.0625080275720341
"1124","OH","Associate's and below",2012,70071,0,53942,0.769819183399695
"1125","OH","Associate's and below",2013,66463,0,51847,0.780088169357387
"1126","OH","Associate's and below",2013,66463,1,3780,0.0568737493041241
"1127","OH","Associate's and below",2014,67000,1,3826,0.0571044776119403
"1128","OH","Associate's and below",2014,67000,0,50502,0.753761194029851
"1129","OH","Bachelor's",2010,65555,0,53923,0.822561208145832
"1130","OH","Bachelor's",2010,65555,1,4891,0.0746091068568378
"1131","OH","Bachelor's",2011,68910,1,5292,0.0767958206356117
"1132","OH","Bachelor's",2011,68910,0,56607,0.821462777535916
"1133","OH","Bachelor's",2012,71927,0,59234,0.823529411764706
"1134","OH","Bachelor's",2012,71927,1,5618,0.0781069695663659
"1135","OH","Bachelor's",2013,71089,0,58035,0.816371027866477
"1136","OH","Bachelor's",2013,71089,1,5695,0.0801108469664786
"1137","OH","Bachelor's",2014,73902,1,6114,0.0827311845416903
"1138","OH","Bachelor's",2014,73902,0,60562,0.819490676842305
"1139","OH","Master's and Higher",2010,28581,1,3378,0.118190406213918
"1140","OH","Master's and Higher",2010,28581,0,22098,0.773170987719114
"1141","OH","Master's and Higher",2011,29274,0,22335,0.762963722074195
"1142","OH","Master's and Higher",2011,29274,1,3581,0.122326979572317
"1143","OH","Master's and Higher",2012,30764,0,23727,0.771258613964374
"1144","OH","Master's and Higher",2012,30764,1,3719,0.120888050968665
"1145","OH","Master's and Higher",2013,29655,0,23143,0.780408025628056
"1146","OH","Master's and Higher",2013,29655,1,3339,0.112594840667678
"1147","OH","Master's and Higher",2014,29464,0,22633,0.768157751832745
"1148","OH","Master's and Higher",2014,29464,1,3556,0.120689655172414
"1149","OK","Associate's and below",2010,23050,0,17311,0.751019522776573
"1150","OK","Associate's and below",2010,23050,1,1507,0.0653796095444685
"1151","OK","Associate's and below",2011,25954,0,19599,0.755143715804886
"1152","OK","Associate's and below",2011,25954,1,1589,0.0612237034753795
"1153","OK","Associate's and below",2012,26905,0,19823,0.736777550641145
"1154","OK","Associate's and below",2012,26905,1,1767,0.065675524995354
"1155","OK","Associate's and below",2013,26905,0,19549,0.726593569968407
"1156","OK","Associate's and below",2013,26905,1,1711,0.0635941274855975
"1157","OK","Associate's and below",2014,27190,0,19208,0.706436189775653
"1158","OK","Associate's and below",2014,27190,1,1640,0.0603162927546892
"1159","OK","Bachelor's",2010,19804,0,15612,0.788325590789739
"1160","OK","Bachelor's",2010,19804,1,1191,0.06013936578469
"1161","OK","Bachelor's",2011,19828,1,1295,0.0653116804518862
"1162","OK","Bachelor's",2011,19828,0,15511,0.782277587250353
"1163","OK","Bachelor's",2012,20214,0,15694,0.776392599188681
"1164","OK","Bachelor's",2012,20214,1,1461,0.0722766399525082
"1165","OK","Bachelor's",2013,20392,0,15575,0.763779913691644
"1166","OK","Bachelor's",2013,20392,1,1499,0.0735092193016869
"1167","OK","Bachelor's",2014,21082,0,16263,0.77141637415805
"1168","OK","Bachelor's",2014,21082,1,1606,0.0761787306707144
"1169","OK","Master's and Higher",2010,7651,0,6205,0.811005097372892
"1170","OK","Master's and Higher",2010,7651,1,714,0.0933211344922232
"1171","OK","Master's and Higher",2011,8056,0,6499,0.806727904667329
"1172","OK","Master's and Higher",2011,8056,1,774,0.096077457795432
"1173","OK","Master's and Higher",2012,8328,1,933,0.112031700288184
"1174","OK","Master's and Higher",2012,8328,0,6602,0.792747358309318
"1175","OK","Master's and Higher",2013,8252,0,6614,0.801502666020359
"1176","OK","Master's and Higher",2013,8252,1,808,0.0979156568104702
"1177","OK","Master's and Higher",2014,8343,0,6722,0.805705381757162
"1178","OK","Master's and Higher",2014,8343,1,800,0.0958887690279276
"1179","OR","Associate's and below",2010,16530,0,10529,0.636963097398669
"1180","OR","Associate's and below",2010,16530,1,636,0.038475499092559
"1181","OR","Associate's and below",2011,19174,1,961,0.0501199541045165
"1182","OR","Associate's and below",2011,19174,0,11798,0.615312402211328
"1183","OR","Associate's and below",2012,21190,1,1056,0.0498348277489382
"1184","OR","Associate's and below",2012,21190,0,12695,0.599103350637093
"1185","OR","Associate's and below",2013,23470,1,1082,0.0461014060502769
"1186","OR","Associate's and below",2013,23470,0,13030,0.555176821474222
"1187","OR","Associate's and below",2014,22968,1,1271,0.0553378613723441
"1188","OR","Associate's and below",2014,22968,0,12563,0.546978404737025
"1189","OR","Bachelor's",2010,22146,1,1345,0.0607333152713808
"1190","OR","Bachelor's",2010,22146,0,18391,0.830443420933803
"1191","OR","Bachelor's",2011,22890,1,1533,0.0669724770642202
"1192","OR","Bachelor's",2011,22890,0,18954,0.828047182175623
"1193","OR","Bachelor's",2012,24883,1,1702,0.0684001125266246
"1194","OR","Bachelor's",2012,24883,0,20578,0.826990314672668
"1195","OR","Bachelor's",2013,25565,1,1712,0.0669665558380598
"1196","OR","Bachelor's",2013,25565,0,20273,0.792998239780951
"1197","OR","Bachelor's",2014,26263,0,21024,0.800517838784602
"1198","OR","Bachelor's",2014,26263,1,1835,0.0698701595400373
"1199","OR","Master's and Higher",2010,8834,1,724,0.0819560787865067
"1200","OR","Master's and Higher",2010,8834,0,7209,0.816051618745755
"1201","OR","Master's and Higher",2011,9368,0,7540,0.804867634500427
"1202","OR","Master's and Higher",2011,9368,1,879,0.0938300597779675
"1203","OR","Master's and Higher",2012,9706,0,7661,0.789305584174737
"1204","OR","Master's and Higher",2012,9706,1,1158,0.119307644755821
"1205","OR","Master's and Higher",2013,9505,1,1390,0.146238821672804
"1206","OR","Master's and Higher",2013,9505,0,7317,0.769805365597054
"1207","OR","Master's and Higher",2014,10530,0,7407,0.703418803418803
"1208","OR","Master's and Higher",2014,10530,1,2313,0.21965811965812
"1209","PA","Associate's and below",2010,59188,0,45816,0.774075826180983
"1210","PA","Associate's and below",2010,59188,1,3470,0.05862674866527
"1211","PA","Associate's and below",2011,62590,1,3474,0.0555040741332481
"1212","PA","Associate's and below",2011,62590,0,49182,0.785780476114395
"1213","PA","Associate's and below",2012,58432,1,3610,0.0617812157721796
"1214","PA","Associate's and below",2012,58432,0,45044,0.770878970427163
"1215","PA","Associate's and below",2013,57082,1,3296,0.0577414946918468
"1216","PA","Associate's and below",2013,57082,0,44162,0.773658946778319
"1217","PA","Associate's and below",2014,58369,1,3177,0.0544295773441382
"1218","PA","Associate's and below",2014,58369,0,45630,0.781750586784081
"1219","PA","Bachelor's",2010,94971,0,77371,0.814680270819513
"1220","PA","Bachelor's",2010,94971,1,8072,0.0849943667014141
"1221","PA","Bachelor's",2011,95788,0,77737,0.811552595314653
"1222","PA","Bachelor's",2011,95788,1,8287,0.0865139683467658
"1223","PA","Bachelor's",2012,99554,0,80240,0.805994736524901
"1224","PA","Bachelor's",2012,99554,1,8533,0.0857122767543243
"1225","PA","Bachelor's",2013,100081,1,9226,0.0921853298827949
"1226","PA","Bachelor's",2013,100081,0,80094,0.800291763671426
"1227","PA","Bachelor's",2014,101436,0,80366,0.792282818723136
"1228","PA","Bachelor's",2014,101436,1,9988,0.0984660278402145
"1229","PA","Master's and Higher",2010,43817,1,5162,0.117808156651528
"1230","PA","Master's and Higher",2010,43817,0,32687,0.745988999703311
"1231","PA","Master's and Higher",2011,46053,1,5493,0.119275617223634
"1232","PA","Master's and Higher",2011,46053,0,34400,0.746965452847806
"1233","PA","Master's and Higher",2012,46971,0,34735,0.739498839709608
"1234","PA","Master's and Higher",2012,46971,1,5611,0.119456686040323
"1235","PA","Master's and Higher",2013,47728,1,5878,0.123156218571907
"1236","PA","Master's and Higher",2013,47728,0,35260,0.738769694937982
"1237","PA","Master's and Higher",2014,47795,0,34965,0.731561878857621
"1238","PA","Master's and Higher",2014,47795,1,6189,0.129490532482477
"1239","PR","Associate's and below",2010,32115,0,26123,0.813420520006228
"1240","PR","Associate's and below",2010,32115,1,3155,0.0982406974933832
"1241","PR","Associate's and below",2011,34694,0,28385,0.818152994754136
"1242","PR","Associate's and below",2011,34694,1,2943,0.0848273476681847
"1243","PR","Associate's and below",2012,34873,1,2974,0.0852808763226565
"1244","PR","Associate's and below",2012,34873,0,28790,0.825567057609038
"1245","PR","Associate's and below",2013,34116,0,28441,0.833655762691992
"1246","PR","Associate's and below",2013,34116,1,2600,0.076210575682964
"1247","PR","Associate's and below",2014,35310,1,2492,0.0705749079580855
"1248","PR","Associate's and below",2014,35310,0,29761,0.842849051260266
"1249","PR","Bachelor's",2010,17416,0,13763,0.790250344510795
"1250","PR","Bachelor's",2010,17416,1,1848,0.106109324758842
"1251","PR","Bachelor's",2011,17974,1,1691,0.0940803382663848
"1252","PR","Bachelor's",2011,17974,0,14417,0.802103037721153
"1253","PR","Bachelor's",2012,19986,0,16210,0.811067747423196
"1254","PR","Bachelor's",2012,19986,1,1961,0.0981186830781547
"1255","PR","Bachelor's",2013,20557,0,16837,0.819039743153184
"1256","PR","Bachelor's",2013,20557,1,1930,0.0938852945468697
"1257","PR","Bachelor's",2014,20764,1,1932,0.0930456559429782
"1258","PR","Bachelor's",2014,20764,0,17098,0.823444423039877
"1259","PR","Master's and Higher",2010,7001,1,730,0.104270818454507
"1260","PR","Master's and Higher",2010,7001,0,5308,0.75817740322811
"1261","PR","Master's and Higher",2011,7182,0,5618,0.78223336118073
"1262","PR","Master's and Higher",2011,7182,1,631,0.0878585352269563
"1263","PR","Master's and Higher",2012,6600,0,5121,0.775909090909091
"1264","PR","Master's and Higher",2012,6600,1,635,0.0962121212121212
"1265","PR","Master's and Higher",2013,6874,0,5381,0.782804771603142
"1266","PR","Master's and Higher",2013,6874,1,622,0.0904858888565609
"1267","PR","Master's and Higher",2014,7000,1,661,0.0944285714285714
"1268","PR","Master's and Higher",2014,7000,0,5458,0.779714285714286
"1269","PW","Associate's and below",2010,104,0,58,0.557692307692308
"1270","PW","Associate's and below",2010,104,1,7,0.0673076923076923
"1271","PW","Associate's and below",2011,74,0,52,0.702702702702703
"1272","PW","Associate's and below",2011,74,1,1,0.0135135135135135
"1273","PW","Associate's and below",2012,85,0,43,0.505882352941176
"1274","PW","Associate's and below",2012,85,1,5,0.0588235294117647
"1275","PW","Associate's and below",2013,99,0,60,0.606060606060606
"1276","PW","Associate's and below",2013,99,1,2,0.0202020202020202
"1277","PW","Associate's and below",2014,88,0,58,0.659090909090909
"1278","PW","Associate's and below",2014,88,1,1,0.0113636363636364
"1279","RI","Associate's and below",2010,5819,0,4394,0.755112562295927
"1280","RI","Associate's and below",2010,5819,1,511,0.0878157759065131
"1281","RI","Associate's and below",2011,6033,1,522,0.08652411735455
"1282","RI","Associate's and below",2011,6033,0,4557,0.755345599204376
"1283","RI","Associate's and below",2012,6390,1,456,0.0713615023474178
"1284","RI","Associate's and below",2012,6390,0,4883,0.764162754303599
"1285","RI","Associate's and below",2013,6041,1,419,0.0693593775864923
